id,Y18
4752,20.69986
4753,20.422577
4754,20.270037
4755,20.325472
4756,20.115152
4757,20.024067
4758,20.022167
4759,20.088327
4760,19.995094
4761,19.93623
4762,19.825092
4763,19.756163
4764,19.738008
4765,19.773417
4766,19.804525
4767,19.795174
4768,19.648819
4769,19.554575
4770,19.41792
4771,19.26826
4772,19.094162
4773,18.889027
4774,18.826412
4775,18.812395
4776,18.726772
4777,18.695864
4778,18.681267
4779,18.69158
4780,18.659943
4781,18.661049
4782,18.616955
4783,18.493553
4784,18.467016
4785,18.402374
4786,18.51402
4787,18.637085
4788,18.790775
4789,19.057245
4790,19.343014
4791,19.620338
4792,20.049126
4793,20.371159
4794,20.886383
4795,21.523079
4796,21.981937
4797,22.665676
4798,23.619047
4799,24.516827
4800,25.303854
4801,26.172361
4802,27.1879
4803,28.042118
4804,29.060452
4805,29.918324
4806,31.131485
4807,32.109444
4808,33.04924
4809,33.869995
4810,34.655663
4811,35.340607
4812,35.96734
4813,36.53327
4814,36.90242
4815,36.99305
4816,37.175003
4817,37.821144
4818,38.30037
4819,38.1705
4820,38.484283
4821,38.278442
4822,38.01792
4823,37.9019
4824,37.81443
4825,37.859047
4826,36.994637
4827,36.648785
4828,35.710632
4829,34.376392
4830,34.473373
4831,34.039642
4832,33.30593
4833,32.904053
4834,32.911674
4835,31.85496
4836,31.512562
4837,31.287395
4838,30.967594
4839,31.376774
4840,31.348238
4841,31.299643
4842,31.778011
4843,31.45103
4844,31.166239
4845,30.82346
4846,30.879662
4847,30.48845
4848,30.585543
4849,30.860058
4850,30.433132
4851,30.095943
4852,29.942192
4853,29.58371
4854,30.184721
4855,29.909763
4856,29.69775
4857,29.622248
4858,29.8114
4859,29.719833
4860,29.754107
4861,29.506447
4862,29.424335
4863,29.354774
4864,28.981411
4865,28.957726
4866,28.796495
4867,28.478642
4868,28.1558
4869,27.522083
4870,26.807873
4871,26.421967
4872,26.19345
4873,25.85159
4874,25.500736
4875,25.163437
4876,24.850708
4877,24.533041
4878,24.22008
4879,23.963432
4880,23.763107
4881,23.6446
4882,23.73676
4883,23.778315
4884,23.831245
4885,23.7518
4886,23.671951
4887,23.639896
4888,23.605858
4889,23.236374
4890,22.96727
4891,22.657804
4892,22.481152
4893,22.257442
4894,21.917759
4895,21.70863
4896,21.620174
4897,21.44992
4898,21.309307
4899,21.160442
4900,20.993298
4901,21.06264
4902,21.066345
4903,20.9842
4904,20.871105
4905,20.80339
4906,20.576775
4907,20.292065
4908,20.056023
4909,19.906492
4910,19.672028
4911,19.58139
4912,19.468128
4913,19.39021
4914,19.228394
4915,19.112188
4916,19.105536
4917,19.033741
4918,18.934074
4919,18.751022
4920,18.54296
4921,18.574898
4922,18.514814
4923,18.4963
4924,18.450375
4925,18.280361
4926,18.2175
4927,18.120451
4928,18.084623
4929,18.179798
4930,18.297611
4931,18.415424
4932,18.49081
4933,18.49894
4934,18.611546
4935,18.807365
4936,19.022242
4937,19.49333
4938,19.987597
4939,20.521135
4940,21.063282
4941,21.591213
4942,22.34951
4943,22.982418
4944,24.002285
4945,25.034569
4946,25.812172
4947,26.600618
4948,27.372894
4949,28.234505
4950,28.826408
4951,29.76998
4952,30.599497
4953,31.417458
4954,32.180824
4955,33.234444
4956,34.060154
4957,35.123386
4958,35.519474
4959,35.914692
4960,36.648224
4961,37.1491
4962,37.405903
4963,37.806923
4964,37.06105
4965,37.4105
4966,37.419136
4967,38.372772
4968,37.82596
4969,37.99383
4970,37.610485
4971,37.597218
4972,37.078995
4973,36.436546
4974,36.769226
4975,36.346878
4976,35.992905
4977,35.18028
4978,34.115723
4979,34.25206
4980,34.06301
4981,34.079723
4982,34.065895
4983,33.818993
4984,34.19246
4985,33.75836
4986,33.128735
4987,33.156433
4988,33.221718
4989,32.836735
4990,32.30683
4991,31.754099
4992,30.945904
4993,30.537388
4994,30.677353
4995,30.919739
4996,30.971344
4997,30.435843
4998,30.224802
4999,30.848053
5000,30.583172
5001,30.471474
5002,30.341492
5003,30.147137
5004,29.975758
5005,29.685669
5006,29.44078
5007,29.124935
5008,28.85174
5009,28.714592
5010,28.581993
5011,28.234602
5012,27.897892
5013,27.478039
5014,27.00357
5015,26.71054
5016,26.31128
5017,26.098145
5018,25.793194
5019,25.652378
5020,25.492914
5021,25.337227
5022,25.160954
5023,25.015913
5024,24.914701
5025,24.748936
5026,24.493456
5027,24.242355
5028,24.114712
5029,24.009571
5030,24.058727
5031,23.864449
5032,23.731943
5033,23.786612
5034,23.506351
5035,23.446758
5036,23.3569
5037,23.198788
5038,22.993605
5039,22.731339
5040,22.495861
5041,22.280727
5042,22.139019
5043,21.965988
5044,21.788063
5045,21.591682
5046,21.316322
5047,21.194649
5048,21.182343
5049,21.1796
5050,21.00054
5051,20.800596
5052,20.601597
5053,20.375572
5054,20.194546
5055,20.033943
5056,19.795532
5057,19.634382
5058,19.445381
5059,19.207447
5060,19.062132
5061,18.960304
5062,18.864862
5063,18.724934
5064,18.64528
5065,18.52502
5066,18.437805
5067,18.401663
5068,18.337692
5069,18.311012
5070,18.212149
5071,18.040642
5072,17.883621
5073,17.7335
5074,17.674984
5075,17.695568
5076,17.80164
5077,18.08825
5078,18.4753
5079,19.0017
5080,19.479275
5081,20.210304
5082,20.974644
5083,21.755993
5084,22.436983
5085,23.133108
5086,23.757698
5087,24.694237
5088,25.606174
5089,26.495354
5090,27.393024
5091,28.318256
5092,29.562706
5093,30.680454
5094,31.831188
5095,32.913612
5096,34.03684
5097,35.041077
5098,35.88527
5099,36.851048
5100,37.366486
5101,37.965385
5102,38.348392
5103,38.66365
5104,38.54248
5105,38.72706
5106,38.512672
5107,38.29477
5108,38.39554
5109,37.837128
5110,37.974327
5111,37.424835
5112,37.157784
5113,36.482986
5114,36.746582
5115,36.13928
5116,35.830124
5117,35.50985
5118,35.91973
5119,35.902344
5120,35.68058
5121,35.601448
5122,35.701935
5123,36.052185
5124,35.969543
5125,36.203995
5126,36.659836
5127,37.314392
5128,37.591766
5129,37.800236
5130,37.414463
5131,37.024498
5132,37.191833
5133,36.94145
5134,37.37818
5135,36.970707
5136,36.01037
5137,35.42926
5138,35.140602
5139,34.901436
5140,34.79905
5141,34.386272
5142,34.099167
5143,33.98781
5144,33.845345
5145,33.200615
5146,32.917324
5147,32.41365
5148,32.1711
5149,31.88984
5150,31.559381
5151,31.377205
5152,31.263454
5153,31.005943
5154,30.796124
5155,30.71857
5156,30.425518
5157,30.2467
5158,29.734922
5159,29.320717
5160,28.84287
5161,28.438251
5162,27.933949
5163,27.550297
5164,27.164864
5165,26.868511
5166,26.67862
5167,26.56155
5168,26.491856
5169,26.301224
5170,26.18665
5171,26.213585
5172,26.203516
5173,26.247417
5174,26.263554
5175,26.38696
5176,26.266129
5177,26.161114
5178,26.184464
5179,26.376293
5180,26.319885
5181,26.251316
5182,25.98861
5183,25.69241
5184,25.388508
5185,25.16154
5186,24.785267
5187,24.51052
5188,24.348042
5189,24.151085
5190,23.839512
5191,23.633793
5192,23.495274
5193,23.366798
5194,23.36618
5195,23.090351
5196,22.970274
5197,22.914688
5198,22.777061
5199,22.607885
5200,22.390398
5201,22.19313
5202,21.890144
5203,21.60802
5204,21.37222
5205,21.150618
5206,21.003027
5207,20.859116
5208,20.725555
5209,20.552612
5210,20.49059
5211,20.436571
5212,20.414383
5213,20.37246
5214,20.453568
5215,20.539728
5216,20.580093
5217,20.448166
5218,20.303238
5219,20.258633
5220,20.459686
5221,20.602615
5222,20.757725
5223,20.79233
5224,21.029734
5225,21.231243
5226,21.410662
5227,21.80202
5228,22.109024
5229,22.468325
5230,22.67053
5231,22.779264
5232,22.914635
5233,23.07521
5234,23.281643
5235,23.611698
5236,23.696817
5237,23.946766
5238,23.913147
5239,23.70863
5240,23.545288
5241,23.609253
5242,23.73999
5243,23.642435
5244,23.736958
5245,23.419575
5246,23.490486
5247,23.352585
5248,23.520924
5249,23.37983
5250,23.102787
5251,23.172707
5252,23.330505
5253,23.341694
5254,23.476711
5255,23.617493
5256,23.730106
5257,23.439537
5258,23.557026
5259,23.620102
5260,23.682701
5261,24.0601
5262,23.881372
5263,23.83807
5264,23.636883
5265,23.457943
5266,22.955364
5267,22.998146
5268,22.848225
5269,22.742924
5270,22.694466
5271,22.85516
5272,23.190174
5273,23.37362
5274,23.595516
5275,23.900238
5276,24.334755
5277,24.416983
5278,24.70743
5279,24.778877
5280,24.726543
5281,24.824177
5282,24.727825
5283,24.477055
5284,24.707283
5285,24.815056
5286,24.762432
5287,24.614468
5288,24.461924
5289,24.612053
5290,24.771473
5291,24.962044
5292,25.089418
5293,25.00091
5294,25.110655
5295,25.046747
5296,24.84261
5297,24.440514
5298,23.864902
5299,23.580944
5300,23.12068
5301,22.831545
5302,22.745049
5303,22.490475
5304,21.922857
5305,21.667372
5306,21.37745
5307,21.254513
5308,21.289984
5309,21.135464
5310,21.124004
5311,21.098972
5312,21.163895
5313,21.12432
5314,21.21519
5315,21.319853
5316,21.395416
5317,21.427397
5318,21.405949
5319,21.484207
5320,21.504826
5321,21.50777
5322,21.659458
5323,21.516624
5324,21.574024
5325,21.475838
5326,21.381939
5327,21.356323
5328,21.280315
5329,21.048737
5330,20.84637
5331,20.661743
5332,20.607977
5333,20.632057
5334,20.68398
5335,20.834526
5336,20.929386
5337,20.835428
5338,20.78278
