,X00,X02,X03,X07,X12,X17,X18,X20,X24,X25,X26,X28,X30,X31,X32,X35,X37,X38,X11,X34
0,-2.2363774763324895,-0.28899749626195925,-0.9113452140400912,-2.160752361198069,0.6369574902094879,0.5577451089796901,-0.9328481713167175,0.8942157296485255,0.10532356560770983,0.999194395114446,-0.7010126418991567,-2.314454473937527,0.15991866398442522,-2.109779138695844,-1.7666232931474826,-0.2351421131025905,0.5777195062468745,0.24070272189993408,0.0,0.0
1,-2.321346999905261,0.1774821580304445,0.4773199219310129,-2.183597930030088,0.5830928183686392,1.0,-0.8462698913984146,0.9354425562389074,-0.9026356840162565,1.0,-1.1039461003389057,-2.361789475702757,0.21566598118537084,-2.0916640474089676,-1.8425011553609287,-0.8151277957285542,0.5828405751347449,0.28970021837883114,0.0,0.0
2,-2.3001046190120684,-0.3822934271204399,0.9046015022298141,-2.183597930030088,0.8030402283854372,1.0,-0.6731133315618086,0.9995731753795006,-0.9026356840162565,1.0,-1.1039461003389057,-2.361789475702757,0.27141329838631645,-2.1460093212695965,-1.9563179486810987,-0.5707135676844322,0.5828405751347449,0.3114768834805632,0.0,0.0
3,-2.3001046190120684,-0.009109703686516965,-0.8045248189653909,-2.206443498862107,0.8748597908399023,0.40833046038138515,-1.1060047311533234,1.0041539338895435,-0.9026356840162565,1.0,-0.9427727169630061,-2.361789475702757,0.3503886644209893,-2.2003545951302255,-2.013226345341183,-0.8290375725550417,0.5930827129104861,0.34414188113316135,0.0,0.0
4,-2.3425893807984544,-0.6621812196958822,0.26367913178161234,-2.206443498862107,0.928724462680751,1.0,-1.1925830110716265,1.0362192434598398,-0.9026356840162565,1.0,-1.1039461003389057,-2.3854569765853717,0.4014903718551891,-2.254699868990854,-2.013226345341183,-0.9960410654107695,0.618688057349839,0.37136271251032643,0.0,0.0
5,-2.3638317616916473,-0.19570156540347844,-0.8045248189653909,-2.206443498862107,1.0095214704420237,1.0,-1.0194264512350206,1.0591230360100519,-0.9026356840162565,1.0,-1.1039461003389057,-2.3854569765853717,0.46652890858962576,-2.27281496027773,-2.0701347420012683,-0.452434709311783,0.6545355395649332,0.37680687878575914,0.0,0.0
6,-2.3638317616916473,0.8305536740398097,0.4773199219310129,-2.206443498862107,0.9870778571750035,1.0,-0.9328481713167175,1.0728653115401796,-0.9026356840162565,1.0,-1.1039461003389057,-2.4327919783506013,0.6198340308922257,-2.3090451428514824,-2.1649820697680764,-0.9622179935292855,0.6494144706770622,0.3985835438874915,0.0,0.0
7,-2.4063165234780333,-0.4755893579789207,-0.27042284359188923,-2.2292890676941255,1.0633861422828725,1.0,-0.8462698913984146,1.0774460700502217,-0.9026356840162565,1.0,-1.1039461003389057,-2.4327919783506013,0.5826691527582621,-2.3090451428514824,-2.127043138661353,-0.12706460860135071,0.6494144706770622,0.4094718764383577,0.0,0.0
8,-2.3850741425848403,-0.009109703686516965,-1.4454471894135925,-2.2292890676941255,1.0768523102430845,1.0,-0.6731133315618086,1.1003498626004338,-0.9026356840162565,1.0,-1.1039461003389057,-2.4801269801158314,0.5501498843910438,-2.3271602341383586,-2.127043138661353,-0.5577451089796907,0.6596566084528034,0.4530252066418217,0.0,0.0
9,-2.427558904371226,-0.1024056345449978,-1.124986004189492,-2.2521346365261445,1.0992959235101047,1.0,-0.6731133315618086,1.104930621110476,-0.9026356840162565,1.0,-1.1039461003389057,-2.503794480998446,0.633770860192462,-2.3090451428514824,-2.183951535321438,-0.6306758074312858,0.6596566084528034,0.5129110356715846,0.0,0.0
10,-2.448801285264419,0.36407401974740594,-0.9113452140400912,-2.2521346365261445,1.0903184782032964,1.0,-0.6731133315618086,1.1324151721707307,-0.9026356840162565,1.0,-1.1039461003389057,-2.5511294827636757,0.643062079725953,-2.3815055079989875,-2.183951535321438,-0.14608302856241157,0.6698987462285446,0.5619085321504821,0.0,0.0
11,-2.427558904371226,0.08418622717196388,0.37049952685631277,-2.2521346365261445,1.1127620914703167,-0.28234145684287654,-0.9328481713167175,1.1324151721707307,-0.9026356840162565,1.0,-0.9427727169630061,-2.503794480998446,0.7406198848276073,-2.3815055079989875,-2.2598293975348844,-0.6481199010631308,0.6955040906678975,0.6381268600065446,0.0,0.0
12,-2.448801285264419,0.36407401974740594,-1.231806399264192,-2.2749802053581636,1.0992959235101047,1.0,-0.9328481713167175,1.1507382062109,-0.9026356840162565,1.0,-1.1039461003389057,-2.503794480998446,0.8288864703957712,-2.3815055079989875,-2.316737794194969,-0.760405965600031,0.7006251595557678,0.6599035251082762,0.0,0.0
13,-2.470043666157612,-0.009109703686516965,-0.27042284359188923,-2.2749802053581636,1.1172508141237205,1.0,-0.4999567717252026,1.1507382062109,-0.9026356840162565,1.0,-1.1039461003389057,-2.4801269801158314,0.893925007130208,-2.3815055079989875,-2.373646190855054,-0.8878153851364013,0.7518358484344735,0.7089010215871737,0.0,0.0
14,-2.3425893807984544,0.08418622717196388,0.37049952685631277,-2.2521346365261445,1.121739536777125,0.038387809087520056,-0.7596916114801116,1.1644804817410277,-0.9026356840162565,1.0,-0.2174924917714577,-2.4801269801158314,0.9357354950309166,-2.453965873146492,-2.373646190855054,-0.9999862922474267,0.7671990550980857,0.7796751831678028,0.0,0.0
15,-2.3638317616916473,0.36407401974740594,-1.0181656091147915,-2.2521346365261445,1.1576493180043572,-0.6279630576493378,-0.7596916114801116,1.0774460700502217,-0.9026356840162565,1.0,-0.5398392585232571,-2.4327919783506013,0.977545982931626,-2.435850781859616,-2.373646190855054,-0.9987193571841863,0.7313515728829917,0.7851193494432356,0.0,0.0
16,-2.321346999905261,0.9238496048982906,0.05003834163221176,-2.2521346365261445,1.135205704737337,1.0,-0.9328481713167175,1.1324151721707307,-0.9026356840162565,1.0,-1.0233594086509559,-2.4801269801158314,0.9310898852641715,-2.453965873146492,-2.3546767253016925,-0.8079898838980305,0.7518358484344735,0.7633426843415039,0.0,0.0
17,-2.3850741425848403,-0.19570156540347844,-0.27042284359188923,-2.2749802053581636,1.148671872697549,-0.9494254776419039,-0.6731133315618086,1.1415766891908157,-0.9026356840162565,1.0,-1.0233594086509559,-2.5511294827636757,0.977545982931626,-2.508311147007121,-2.373646190855054,-0.8535507972753273,0.7825622617616973,0.790563515718669,0.0,0.0
18,-2.3850741425848403,0.1774821580304445,0.37049952685631277,-2.2749802053581636,1.1711154859645692,1.0,-1.1925830110716265,1.1644804817410277,-0.9026356840162565,1.0,-1.1039461003389057,-2.5511294827636757,0.879988177829971,-2.508311147007121,-2.3926156564084153,-0.8625136692072575,0.8030465373131792,0.8123401808204006,0.0,0.0
19,-2.448801285264419,1.0171455357567714,0.4773199219310129,-2.2978257741901826,1.184581653924781,1.0,-0.9328481713167175,1.182803515781197,-0.9026356840162565,1.0,-1.0233594086509559,-2.5984644845289058,0.9821915926983712,-2.508311147007121,-2.411585121961777,-0.7626683296956881,0.8235308128646618,0.8504493447484319,0.0,0.0
20,-2.427558904371226,1.3903292591906944,0.15685873670691217,-2.2521346365261445,1.1935590992315894,1.0,-0.6731133315618086,1.205707308331409,-0.9026356840162565,1.0,-1.1039461003389057,-2.5984644845289058,0.9868372024651171,-2.490196055720245,-2.430554587515139,-0.8221440410307373,0.8184097439767914,0.8504493447484319,0.0,0.0
21,-2.470043666157612,0.7372577431813289,0.4773199219310129,-2.2292890676941255,1.1935590992315894,1.0,-1.1060047311533234,1.2102880668414517,-0.9026356840162565,1.0,-1.1039461003389057,-2.5984644845289058,0.9821915926983712,-2.5264262382939973,-2.4495240530685005,-0.7169106076504831,0.8030465373131792,0.8994468412273294,0.0,0.0
22,-2.512528427943998,1.3903292591906944,-0.056782053442488656,-2.2292890676941255,1.2025365445383978,1.0,-1.1925830110716265,1.2102880668414517,-0.9026356840162565,1.0,-1.1039461003389057,-2.5984644845289058,1.0890406173335165,-2.56265642086775,-2.6012797774953933,-0.8059282822485156,0.7876833306495676,0.921223506329061,0.0,0.0
23,-2.512528427943998,0.08418622717196388,-0.8045248189653909,-2.2292890676941255,1.2160027124986097,1.0,-0.9328481713167175,1.2102880668414517,-0.9026356840162565,1.0,-1.1039461003389057,-2.5984644845289058,1.1726615931349353,-2.56265642086775,-2.6392187086021166,-0.8642748019537047,0.7876833306495676,0.948444337706226,0.0,0.0
24,-2.470043666157612,1.3903292591906944,-0.4840636337412898,-2.2292890676941255,1.2294688804588216,1.0,-1.1925830110716265,1.2102880668414517,-0.9026356840162565,1.0,-1.1039461003389057,-2.5984644845289058,1.1958896419686627,-2.5988866034415024,-2.6392187086021166,-0.8433914458128857,0.7518358484344735,0.9266676726044945,0.0,0.0
25,-2.491286047050805,1.4836251900491753,-0.37724323866658943,-2.2292890676941255,1.247423771072438,-0.3106764296307316,-0.8462698913984146,1.2102880668414517,0.10532356560770983,0.8141155183563193,-0.9427727169630061,-2.6221319854115204,1.2005352517354078,-2.5445413295808734,-2.658188174155478,-0.9650164944723115,0.7364726417708619,0.9811093353588246,0.0,0.0
26,-2.491286047050805,0.8305536740398097,-0.6977044238906904,-2.2292890676941255,1.23844632576563,1.0,-0.6731133315618086,1.2102880668414517,-0.9026356840162565,1.0,-1.1039461003389057,-2.66946698717675,1.2005352517354078,-2.5988866034415024,-2.6771576397088395,-0.92783625389892,0.7262305039951207,1.019218499286856,0.0,0.0
27,-2.470043666157612,0.7372577431813289,-0.5908840288159901,-2.2292890676941255,1.247423771072438,-0.6481199010631309,-0.8462698913984146,1.2102880668414517,-0.7193703659028081,0.07845909572784432,-0.8621860252750563,-2.6221319854115204,1.2377001298693713,-2.580771512154626,-2.6771576397088395,-0.9378889346118976,0.7364726417708619,0.9865535016342574,0.0,0.0
28,-2.4063165234780333,1.2037373974737327,0.05003834163221176,-2.2292890676941255,1.247423771072438,-0.7489557207890022,-0.9328481713167175,1.2102880668414517,-0.9026356840162565,1.0,-0.7815993335871065,-2.6221319854115204,1.2377001298693713,-2.580771512154626,-2.6771576397088395,-0.9923319378854887,0.7057462284436388,1.0083301667359899,0.0,0.0
29,-2.427558904371226,0.6439618123228484,0.37049952685631277,-2.2292890676941255,1.2564012163792464,-0.19936793441719705,-0.4999567717252026,1.205707308331409,-0.9026356840162565,1.0,-0.6204259502112068,-2.6931344880593655,1.242345739636117,-2.580771512154626,-2.6961271052622013,-0.806960312143802,0.7057462284436388,1.0791043283166188,0.0,0.0
30,-2.491286047050805,1.3903292591906944,-0.27042284359188923,-2.2292890676941255,1.251912493725842,1.0,-0.9328481713167175,1.2011265498213668,-0.9026356840162565,1.0,-1.1039461003389057,-2.71680198894198,1.2516369591696075,-2.6170016947283785,-2.6961271052622013,-0.7944146205354182,0.7262305039951207,1.1444343236218153,0.0,0.0
31,-2.491286047050805,0.7372577431813289,0.15685873670691217,-2.2521346365261445,1.2608899390326502,-0.07845909572784487,-0.8462698913984146,1.205707308331409,-0.16957441156246283,0.34202014332566816,-0.7815993335871065,-2.71680198894198,1.2609281787030986,-2.580771512154626,-2.6961271052622013,-0.7615383075367366,0.7262305039951207,1.1662109887235468,0.0,0.0
